timestamp,iv_minus_rv_pnl,iv_minus_static_pnl,iv_minus_rv_inventory,iv_minus_static_inventory,iv_minus_rv_drawdown,iv_minus_static_drawdown
2026-08-24T04:02:46.892Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:02:51.894Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:02:56.895Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:01.895Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:06.896Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:11.898Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:16.898Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:21.899Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:26.899Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:31.900Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:36.901Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:41.903Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:46.903Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:51.904Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:03:56.905Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:01.906Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:06.907Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:11.908Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:16.910Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:21.910Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:26.911Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:31.913Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:36.913Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:41.914Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:46.916Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:51.917Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:04:56.918Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:01.918Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:06.920Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:11.921Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:16.922Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:21.923Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:26.924Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:31.925Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:36.926Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:41.926Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:46.927Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:51.928Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:05:56.929Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:01.929Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:06.931Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:11.931Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:16.933Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:21.933Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:26.934Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:31.936Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:36.937Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:41.938Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:46.938Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:51.939Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:06:56.941Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:01.942Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:06.942Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:11.943Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:16.943Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:21.944Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:26.945Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:31.946Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:36.946Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:41.947Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:46.948Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:51.949Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:07:56.959Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:01.952Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:06.953Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:11.954Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:16.955Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:21.956Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:26.958Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:31.959Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:36.959Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:41.960Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:46.961Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:51.962Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:08:56.966Z,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-24T04:09:01.963Z,0.0,0.0,0.0,0.0,0.0,0.0
